# Daily

          day        rx      |     tx      |    total    |   avg. rate
         13:45     12.80 MiB |    9.21 MiB |   22.01 MiB |  615.56 kbit/s
         13:50     12.80 MiB |    9.06 MiB |   21.86 MiB |  611.16 kbit/s
         13:55     12.60 MiB |    8.90 MiB |   21.50 MiB |  601.18 kbit/s
         14:00     12.73 MiB |    9.14 MiB |   21.87 MiB |  611.60 kbit/s
         14:05     12.79 MiB |    9.14 MiB |   21.93 MiB |  613.15 kbit/s
         14:10     12.64 MiB |    9.06 MiB |   21.70 MiB |  606.90 kbit/s
         14:15     12.77 MiB |    8.98 MiB |   21.76 MiB |  608.39 kbit/s
         14:20     12.59 MiB |    8.82 MiB |   21.41 MiB |  598.71 kbit/s
         14:25     12.81 MiB |    9.12 MiB |   21.93 MiB |  613.16 kbit/s
         14:30     12.81 MiB |    9.02 MiB |   21.83 MiB |  610.46 kbit/s
         14:35     31.65 MiB |    9.08 MiB |   40.73 MiB |    1.14 Mbit/s
         14:40     12.84 MiB |    9.04 MiB |   21.87 MiB |  611.58 kbit/s
         14:45     12.85 MiB |    9.07 MiB |   21.92 MiB |  613.03 kbit/s
         14:50     12.77 MiB |    9.02 MiB |   21.79 MiB |  609.35 kbit/s
         14:55     12.60 MiB |    9.11 MiB |   21.71 MiB |  607.08 kbit/s
         15:00     12.80 MiB |    9.05 MiB |   21.85 MiB |  610.95 kbit/s
         15:05     12.65 MiB |    9.07 MiB |   21.72 MiB |  607.41 kbit/s
         15:10     12.69 MiB |    9.09 MiB |   21.78 MiB |  608.99 kbit/s
         15:15     12.81 MiB |    9.11 MiB |   21.92 MiB |  612.96 kbit/s
         15:20     12.61 MiB |    9.05 MiB |   21.65 MiB |  605.51 kbit/s
         15:25     12.80 MiB |    8.87 MiB |   21.67 MiB |  606.03 kbit/s
         15:30     12.78 MiB |    8.93 MiB |   21.70 MiB |  606.88 kbit/s
         15:35     12.73 MiB |    9.14 MiB |   21.87 MiB |  611.49 kbit/s
         15:40     12.63 MiB |    8.81 MiB |   21.44 MiB |  599.50 kbit/s
         15:45     12.82 MiB |    8.99 MiB |   21.81 MiB |  609.97 kbit/s
         15:50     12.76 MiB |    9.11 MiB |   21.87 MiB |  611.60 kbit/s
         15:55     12.58 MiB |    8.82 MiB |   21.40 MiB |  598.48 kbit/s
         16:00     12.80 MiB |    9.23 MiB |   22.03 MiB |  615.89 kbit/s
         16:05     12.77 MiB |    9.08 MiB |   21.86 MiB |  611.21 kbit/s
         16:10     12.59 MiB |    8.95 MiB |   21.54 MiB |  602.20 kbit/s
         16:15     12.79 MiB |    9.05 MiB |   21.84 MiB |  610.74 kbit/s
         16:20     12.82 MiB |    8.96 MiB |   21.78 MiB |  608.95 kbit/s
         16:25     12.80 MiB |    9.01 MiB |   21.81 MiB |  609.85 kbit/s
         16:30     12.62 MiB |    8.84 MiB |   21.46 MiB |  599.99 kbit/s
         16:35     12.79 MiB |    9.10 MiB |   21.89 MiB |  612.10 kbit/s
         16:40     12.52 MiB |    8.93 MiB |   21.46 MiB |  600.01 kbit/s
         16:45     12.79 MiB |    9.10 MiB |   21.89 MiB |  612.02 kbit/s
         16:50     12.80 MiB |    9.07 MiB |   21.87 MiB |  611.54 kbit/s
         16:55     12.05 MiB |    8.68 MiB |   20.72 MiB |  579.44 kbit/s
         17:00     12.44 MiB |    9.39 MiB |   21.83 MiB |  610.44 kbit/s
         17:05     12.59 MiB |    9.03 MiB |   21.62 MiB |  604.49 kbit/s
         17:10     12.80 MiB |    9.15 MiB |   21.95 MiB |  613.75 kbit/s
         17:15     12.65 MiB |    9.01 MiB |   21.65 MiB |  605.41 kbit/s
         17:20     12.76 MiB |    9.13 MiB |   21.89 MiB |  612.11 kbit/s
         17:25     12.84 MiB |    8.94 MiB |   21.79 MiB |  609.16 kbit/s
         17:30     12.55 MiB |    8.92 MiB |   21.47 MiB |  600.46 kbit/s
         17:35     12.80 MiB |    9.09 MiB |   21.90 MiB |  612.29 kbit/s
         17:40     12.78 MiB |    8.95 MiB |   21.73 MiB |  607.62 kbit/s
         17:45     12.62 MiB |    8.91 MiB |   21.54 MiB |  602.26 kbit/s
         17:50     12.78 MiB |    9.02 MiB |   21.80 MiB |  609.49 kbit/s
         17:55     12.77 MiB |    8.98 MiB |   21.75 MiB |  608.24 kbit/s
         18:00     12.62 MiB |    8.76 MiB |   21.38 MiB |  597.85 kbit/s
         18:05     12.69 MiB |    9.14 MiB |   21.83 MiB |  610.51 kbit/s
         18:10     12.71 MiB |    9.05 MiB |   21.76 MiB |  608.53 kbit/s
         18:15     12.76 MiB |    9.11 MiB |   21.87 MiB |  611.50 kbit/s
         18:20     12.73 MiB |    9.12 MiB |   21.86 MiB |  611.13 kbit/s
         18:25     12.66 MiB |    8.79 MiB |   21.45 MiB |  599.74 kbit/s
         18:30     12.67 MiB |    8.87 MiB |   21.54 MiB |  602.30 kbit/s
         18:35     12.82 MiB |    9.03 MiB |   21.85 MiB |  610.93 kbit/s
         18:40     12.87 MiB |    9.15 MiB |   22.02 MiB |  615.75 kbit/s
         18:45     12.52 MiB |    8.80 MiB |   21.32 MiB |  596.21 kbit/s
         18:50     12.77 MiB |    8.98 MiB |   21.75 MiB |  608.22 kbit/s
         18:55     12.67 MiB |    8.93 MiB |   21.60 MiB |  604.03 kbit/s
         19:00     12.66 MiB |    8.88 MiB |   21.55 MiB |  602.45 kbit/s
         19:05     13.01 MiB |    9.07 MiB |   22.08 MiB |  617.27 kbit/s
         19:10     12.61 MiB |    9.05 MiB |   21.66 MiB |  605.59 kbit/s
         19:15     12.72 MiB |    8.96 MiB |   21.67 MiB |  606.07 kbit/s
         19:20     12.86 MiB |    9.07 MiB |   21.93 MiB |  613.14 kbit/s
         19:25     12.61 MiB |    8.89 MiB |   21.49 MiB |  600.98 kbit/s
         19:30     12.80 MiB |    9.08 MiB |   21.88 MiB |  611.87 kbit/s
         19:35     12.51 MiB |    8.70 MiB |   21.21 MiB |  593.01 kbit/s
         19:40     12.41 MiB |    8.81 MiB |   21.22 MiB |  593.44 kbit/s
         19:45     12.40 MiB |    8.78 MiB |   21.18 MiB |  592.24 kbit/s
         19:50     12.39 MiB |    8.71 MiB |   21.09 MiB |  589.83 kbit/s
         19:55     12.22 MiB |    8.83 MiB |   21.04 MiB |  588.46 kbit/s
         20:00     12.49 MiB |    8.91 MiB |   21.40 MiB |  598.37 kbit/s
         20:05     12.38 MiB |    8.67 MiB |   21.05 MiB |  588.66 kbit/s
         20:10     10.28 MiB |    7.62 MiB |   17.90 MiB |  500.50 kbit/s
         20:15      9.29 MiB |    6.27 MiB |   15.56 MiB |  434.95 kbit/s
         20:20     10.34 MiB |    7.18 MiB |   17.52 MiB |  489.93 kbit/s
         20:25     10.53 MiB |    7.27 MiB |   17.79 MiB |  497.58 kbit/s
         20:30     10.31 MiB |    7.15 MiB |   17.47 MiB |  488.42 kbit/s
         20:35     10.33 MiB |    7.18 MiB |   17.51 MiB |  489.70 kbit/s
         20:40     10.19 MiB |    7.03 MiB |   17.22 MiB |  481.44 kbit/s
         20:45     10.22 MiB |    7.01 MiB |   17.23 MiB |  481.88 kbit/s
         20:50     10.48 MiB |    7.33 MiB |   17.81 MiB |  498.09 kbit/s
         20:55     11.17 MiB |    7.73 MiB |   18.90 MiB |  528.46 kbit/s
         21:00     10.18 MiB |    6.96 MiB |   17.14 MiB |  479.33 kbit/s
         21:05     10.31 MiB |    7.18 MiB |   17.50 MiB |  489.23 kbit/s
         21:10     10.18 MiB |    7.15 MiB |   17.34 MiB |  484.75 kbit/s
         21:15     10.18 MiB |    7.08 MiB |   17.26 MiB |  482.57 kbit/s
         21:20     10.40 MiB |    7.37 MiB |   17.77 MiB |  496.92 kbit/s
         21:25     10.49 MiB |    7.39 MiB |   17.88 MiB |  500.04 kbit/s
         21:30     10.53 MiB |    7.27 MiB |   17.80 MiB |  497.67 kbit/s
         21:35     10.35 MiB |    7.11 MiB |   17.46 MiB |  488.16 kbit/s
         21:40     10.53 MiB |    7.43 MiB |   17.96 MiB |  502.18 kbit/s
         21:45     10.53 MiB |    7.38 MiB |   17.92 MiB |  500.98 kbit/s
         21:50     10.84 MiB |    7.59 MiB |   18.43 MiB |  515.41 kbit/s
         21:55     11.66 MiB |    8.23 MiB |   19.89 MiB |  556.16 kbit/s
         22:00     11.67 MiB |    8.19 MiB |   19.86 MiB |  555.40 kbit/s
         22:05     11.44 MiB |    8.13 MiB |   19.57 MiB |  547.11 kbit/s
         22:10     11.66 MiB |    8.35 MiB |   20.01 MiB |  559.49 kbit/s
         22:15     11.45 MiB |    8.33 MiB |   19.78 MiB |  553.06 kbit/s
         22:20     11.69 MiB |    8.25 MiB |   19.94 MiB |  557.59 kbit/s
         22:25     11.67 MiB |    8.27 MiB |   19.94 MiB |  557.60 kbit/s
         22:30     11.55 MiB |    8.17 MiB |   19.72 MiB |  551.38 kbit/s
         22:35     11.61 MiB |    8.13 MiB |   19.75 MiB |  552.18 kbit/s
         22:40     11.61 MiB |    8.25 MiB |   19.86 MiB |  555.24 kbit/s
         22:45     11.47 MiB |    8.10 MiB |   19.57 MiB |  547.18 kbit/s
         22:50     11.76 MiB |    8.24 MiB |   19.99 MiB |  559.10 kbit/s
         22:55     11.43 MiB |    7.99 MiB |   19.43 MiB |  543.17 kbit/s
         23:00     11.60 MiB |    8.23 MiB |   19.83 MiB |  554.44 kbit/s
         23:05     11.90 MiB |    8.40 MiB |   20.30 MiB |  567.76 kbit/s
         23:10     11.48 MiB |    8.07 MiB |   19.55 MiB |  546.69 kbit/s
         23:15     11.59 MiB |    8.11 MiB |   19.69 MiB |  550.71 kbit/s
         23:20     11.67 MiB |    8.22 MiB |   19.88 MiB |  556.02 kbit/s
         23:25     11.46 MiB |    8.04 MiB |   19.50 MiB |  545.17 kbit/s
         23:30     11.68 MiB |    8.22 MiB |   19.90 MiB |  556.41 kbit/s
         23:35     11.45 MiB |    8.12 MiB |   19.57 MiB |  547.23 kbit/s
         23:40     11.60 MiB |    8.06 MiB |   19.66 MiB |  549.62 kbit/s
         23:45     11.64 MiB |    8.26 MiB |   19.90 MiB |  556.53 kbit/s
         23:50     11.62 MiB |    8.24 MiB |   19.86 MiB |  555.39 kbit/s
         23:55     11.54 MiB |    8.16 MiB |   19.70 MiB |  550.79 kbit/s
     ------------------------+-------------+-------------+---------------
